celltype	n_cell	n_ctrl	assoc_mcp	assoc_mcz	hetero_mcp	hetero_mcz	n_fdr_0.05	n_fdr_0.1	n_fdr_0.2	trait	setting	q	discovery	mix_q	mix_discovery
granulocytopoietic cell	483.0	1000.0	0.49150848	-0.08778333	0.46853146	-0.103495665	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6614561788235294	False
hematopoietic stem cell	3306.0	1000.0	0.25774226	0.58075416	0.11388611	1.2307279	0.0	0.0	7.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.32538888571428576	False
hepatocyte	1162.0	1000.0	0.002997003	3.4746363	0.003996004	3.9662483	17.0	62.0	142.0	PASS_MDD_Howard2019	scDRS	0.03996004	True	0.03425146285714286	True
immature B cell	589.0	1000.0	0.37162837	0.29176083	0.9460539	-1.5552435	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.9460539	False
intermediate monocyte	12.0	1000.0	0.25374624	0.63633615	0.13686314	1.0739222	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.3494378042553191	False
interneuron	240.0	1000.0	0.000999001	6.2172627	0.15184815	0.9556694	38.0	52.0	68.0	PASS_MDD_Howard2019	scDRS	0.019980019999999998	True	0.36443555999999994	False
intestinal crypt stem cell	1579.0	1000.0	0.992008	-2.1918666	0.037962038	2.0855277	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.18221778239999997	False
keratinocyte	1215.0	1000.0	0.98301697	-1.8960589	0.066933066	1.7812982	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.233280227027027	False
keratinocyte stem cell	35.0	1000.0	0.51248753	-0.082142	0.37662336	0.3658914	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.5869454961038961	False
kidney collecting duct epithelial cell	445.0	1000.0	0.61538464	-0.3508998	0.6663337	-0.46854421	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.7803734423076923	False
kidney collecting duct principal cell	157.0	1000.0	0.21678321	0.6830472	0.116883114	1.155291	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.32618543441860465	False
kidney interstitial fibroblast	16.0	1000.0	0.28771228	0.5313346	0.46553448	0.0747128	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6614561788235294	False
kidney loop of Henle ascending limb epithelial cell	146.0	1000.0	0.9000999	-1.0602422	0.5834166	-0.24384734	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9909356697247707	False	0.7527956129032257	False
large intestine goblet cell	1587.0	1000.0	0.999001	-2.4374454	0.06393606	1.7687917	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.233280227027027	False
late pro-B cell	411.0	1000.0	0.37862137	0.19146228	0.37062937	0.11863125	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.5869454961038961	False
leukocyte	158.0	1000.0	0.73926073	-0.63705873	0.6143856	-0.20998318	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9186731510204081	False	0.7760660210526316	False
luminal epithelial cell of mammary gland	768.0	1000.0	0.6023976	-0.32410905	0.17582418	0.8654857	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.3722593263157895	False
lung macrophage	9.0	1000.0	0.7742258	-0.7600688	0.9210789	-2.231854	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9290709599999999	False	0.9298264537815126	False
lung neuroendocrine cell	4.0	1000.0	0.32767233	0.4028111	0.000999001	1.5720016	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.014985015	False
lymphocyte	10.0	1000.0	0.72727275	-0.60936666	0.36863136	0.49302167	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9186603157894737	False	0.5869454961038961	False
lymphoid progenitor cell	13.0	1000.0	0.88011986	-1.1578072	0.6703297	-0.547406	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9909356697247707	False	0.7803734423076923	False
macrophage	2447.0	1000.0	0.6723277	-0.48448312	0.56843156	-0.2737625	0.0	0.0	4.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.7495800791208791	False
mature NK T cell	199.0	1000.0	0.75024974	-0.71152365	0.74125874	-0.6588707	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9186731510204081	False	0.8280608444444444	False
mature alpha-beta T cell	330.0	1000.0	0.46253747	0.06598995	0.23876125	0.7683307	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.44079000000000007	False
medium spiny neuron	103.0	1000.0	0.000999001	8.606577	0.017982017	2.1852715	101.0	102.0	102.0	PASS_MDD_Howard2019	scDRS	0.019980019999999998	True	0.11357063368421053	False
megakaryocyte-erythroid progenitor cell	80.0	1000.0	0.88211787	-1.0382146	0.7912088	-0.783352	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9909356697247707	False	0.8553608648648648	False
mesangial cell	93.0	1000.0	0.64935064	-0.46940222	0.07092907	1.2813321	0.0	1.0	1.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.233280227027027	False
mesenchymal stem cell	1429.0	1000.0	0.5134865	-0.105997816	0.74525476	-0.6906842	0.0	1.0	2.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.8280608444444444	False
mesenchymal stem cell of adipose	4733.0	1000.0	0.2857143	0.5154789	0.10889111	1.3145046	0.0	0.0	5.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.318705687804878	False
microglial cell	13268.0	1000.0	0.27872127	0.615393	0.15084915	0.8947638	5.0	13.0	41.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.36443555999999994	False
monocyte	1281.0	1000.0	0.64835167	-0.43322563	0.43056944	0.091231056	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6330255365853659	False
mucus secreting cell	73.0	1000.0	0.67132866	-0.5272349	0.5264735	-0.047746174	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.7086246666666667	False
myeloid cell	2556.0	1000.0	0.5874126	-0.2919705	0.42757243	0.03467948	1.0	1.0	6.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6330255365853659	False
myeloid dendritic cell	373.0	1000.0	0.6343656	-0.39692113	0.5314685	-0.06996345	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.7086246666666667	False
myeloid leukocyte	209.0	1000.0	0.58841157	-0.28876024	0.8541458	-1.0402157	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.8912825739130434	False
naive B cell	2959.0	1000.0	0.6813187	-0.49066144	0.2987013	0.4893205	0.0	1.0	6.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.5194805217391305	False
neuroepithelial cell	151.0	1000.0	0.014985015	2.9068613	0.068931065	1.4945626	3.0	3.0	5.0	PASS_MDD_Howard2019	scDRS	0.14985015	False	0.233280227027027	False
neuron	484.0	1000.0	0.000999001	12.604684	0.000999001	7.1789184	184.0	204.0	243.0	PASS_MDD_Howard2019	scDRS	0.019980019999999998	True	0.014985015	True
neuronal stem cell	97.0	1000.0	0.000999001	5.688186	0.12987013	1.2154946	10.0	13.0	16.0	PASS_MDD_Howard2019	scDRS	0.019980019999999998	True	0.33879164347826085	False
neutrophil	153.0	1000.0	0.7982018	-0.8368869	0.9220779	-1.4164549	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.9425868235294118	False	0.9298264537815126	False
non-classical monocyte	149.0	1000.0	0.4765235	0.08454843	0.08991009	1.3064781	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.28392660000000003	False
oligodendrocyte	2094.0	1000.0	0.002997003	3.0480194	0.004995005	4.3269176	30.0	59.0	142.0	PASS_MDD_Howard2019	scDRS	0.03996004	True	0.03996004	True
oligodendrocyte precursor cell	312.0	1000.0	0.000999001	6.7816567	0.000999001	8.1860895	103.0	144.0	192.0	PASS_MDD_Howard2019	scDRS	0.019980019999999998	True	0.014985015	True
pancreatic A cell	521.0	1000.0	0.05894106	1.7545207	0.103896104	1.2734878	0.0	1.0	4.0	PASS_MDD_Howard2019	scDRS	0.423106305882353	False	0.311688312	False
pancreatic B cell	1342.0	1000.0	0.03696304	1.9693403	0.12987013	1.0751077	3.0	7.0	13.0	PASS_MDD_Howard2019	scDRS	0.31682605714285716	False	0.33879164347826085	False
pancreatic D cell	191.0	1000.0	0.08591408	1.4472755	0.6883117	-0.5068713	0.0	0.0	2.0	PASS_MDD_Howard2019	scDRS	0.51548448	False	0.7866419428571428	False
pancreatic PP cell	71.0	1000.0	0.11788212	1.2185575	0.16983017	0.9949873	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.6429933818181819	False	0.37053855272727276	False
pancreatic acinar cell	576.0	1000.0	0.6863137	-0.6297299	0.43256745	0.07791212	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6330255365853659	False
pancreatic ductal cell	313.0	1000.0	0.25274727	0.5385638	0.000999001	4.03838	1.0	2.0	2.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.014985015	False
pancreatic stellate cell	48.0	1000.0	0.5334665	-0.09785712	0.01998002	1.6829067	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.11417154285714287	False
pericyte cell	38.0	1000.0	0.24875125	0.6750632	0.46353647	0.19597536	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6614561788235294	False
plasma cell	25.0	1000.0	0.09190809	1.0947201	0.014985015	2.0368195	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.5251890857142857	False	0.0999001	False
plasmacytoid dendritic cell	6.0	1000.0	0.47252747	0.02443081	0.002997003	1.1674944	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.029970029999999998	False
precursor B cell	856.0	1000.0	0.66033965	-0.4809794	0.001998002	4.139935	1.0	1.0	4.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.023976024000000002	False
proerythroblast	107.0	1000.0	0.9460539	-1.3656163	0.5824176	-0.13655904	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.7527956129032257	False
professional antigen presenting cell	130.0	1000.0	0.17082918	0.652668	0.9140859	-1.2776212	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.8199800639999999	False	0.9298264537815126	False
promonocyte	1015.0	1000.0	0.54645354	-0.15163662	0.7122877	-0.60609215	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.8063634339622642	False
pulmonary interstitial fibroblast	50.0	1000.0	0.026973028	2.3079813	0.06393606	1.4998521	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.2489817969230769	False	0.233280227027027	False
regulatory T cell	47.0	1000.0	0.72327673	-0.62863266	0.63336664	-0.27252027	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9186603157894737	False	0.7803734423076923	False
respiratory basal cell	34.0	1000.0	0.46353647	0.020524554	0.4865135	0.01533162	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6710531034482758	False
secretory cell	563.0	1000.0	1.0	-3.045536	0.05294705	1.6123655	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.2117882	False
skeletal muscle satellite cell	2725.0	1000.0	0.23376623	0.68646604	0.026973028	2.503119	1.0	3.0	11.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.1459410156521739	False
smooth muscle cell	103.0	1000.0	0.16983017	0.9235582	0.8231768	-0.92324	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.8199800639999999	False	0.8741700530973452	False
smooth muscle cell of the pulmonary artery	111.0	1000.0	0.33566433	0.2861072	0.012987013	2.1198654	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.09740259750000001	False
smooth muscle cell of trachea	125.0	1000.0	0.07192807	1.4565326	0.18981019	0.84526145	0.0	0.0	1.0	PASS_MDD_Howard2019	scDRS	0.47952046666666664	False	0.37929285245901645	False
stromal cell	340.0	1000.0	0.5014985	-0.059478857	0.6073926	-0.2740473	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.7753948085106382	False
thymocyte	1625.0	1000.0	0.14085914	1.1090862	0.77722275	-0.74953204	2.0	3.0	8.0	PASS_MDD_Howard2019	scDRS	0.734917252173913	False	0.8478793636363636	False
type I pneumocyte	4.0	1000.0	0.34565434	0.3289676	0.000999001	1.0868063	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.014985015	False
type II pneumocyte	167.0	1000.0	0.6813187	-0.5807129	0.8051948	-0.83698666	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.8627087142857143	False
valve cell	315.0	1000.0	0.54745257	-0.19650559	0.4115884	0.20091273	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.6251975696202532	False
vein endothelial cell	152.0	1000.0	0.32467532	0.38043854	0.17682318	0.9848513	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	0.9102985054945055	False	0.3722593263157895	False
ventricular myocyte	147.0	1000.0	0.94105893	-1.4499489	0.37462538	0.269316	0.0	0.0	0.0	PASS_MDD_Howard2019	scDRS	1.0	False	0.5869454961038961	False
B cell	5629.0	1000.0	0.000999001	3.902694	0.000999001	4.886548	67.0	166.0	476.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.023976024000000002	True
Bergmann glial cell	54.0	1000.0	0.92507493	-1.4257269	0.1878122	0.87109673	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.3694666229508197	False
Brush cell of epithelium proper of large intestine	175.0	1000.0	0.55244756	-0.19002207	0.989011	-2.108693	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.989011	False
CD4-positive, alpha-beta T cell	1170.0	1000.0	0.000999001	9.56013	0.02097902	2.2807112	277.0	423.0	610.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.09682624615384615	True
CD8-positive, alpha-beta T cell	1070.0	1000.0	0.000999001	6.189023	0.006993007	2.9744394	120.0	217.0	391.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.059940059999999996	True
DN4 thymocyte	1756.0	1000.0	0.000999001	7.6670046	0.007992008	3.595074	300.0	472.0	772.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.05994006	True
Kupffer cell	262.0	1000.0	0.48151848	-0.144706	0.31668332	0.40829	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.47502498	False
NK cell	877.0	1000.0	0.002997003	4.2883825	0.033966035	2.2082245	42.0	83.0	187.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.021155315294117648	True	0.13921561548387096	False
T cell	1329.0	1000.0	0.000999001	9.28955	0.000999001	4.1454787	259.0	373.0	593.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.023976024000000002	True
adventitial cell	289.0	1000.0	1.0	-2.8065872	0.8681319	-1.0602298	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.9001343793103448	False
aortic endothelial cell	467.0	1000.0	0.987013	-1.9888797	0.17082918	0.9631023	0.0	0.0	2.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.36606252857142857	False
astrocyte	592.0	1000.0	0.977023	-1.8643227	0.24675325	0.5815154	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.4291360869565218	False
atrial myocyte	403.0	1000.0	0.34765235	0.23108892	0.02097902	2.2421143	1.0	4.0	5.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.8876230212765958	False	0.09682624615384615	False
basal cell	2139.0	1000.0	0.1958042	0.8853699	0.04895105	1.8865205	3.0	10.0	34.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.5594405714285715	False	0.15061861538461538	False
basal cell of epidermis	4214.0	1000.0	0.03996004	1.822786	0.08891109	1.4665016	9.0	39.0	156.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.17760017777777778	False	0.22227772499999998	False
basal epithelial cell of tracheobronchial tree	404.0	1000.0	0.13186814	1.0259866	0.41958043	0.12486645	0.0	3.0	11.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.39560442	False	0.5657264224719101	False
basophil	71.0	1000.0	0.04295704	2.0030665	0.03996004	1.7214447	1.0	3.0	5.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.17982018	False	0.1480872	False
bladder cell	1012.0	1000.0	0.6293706	-0.40327457	0.001998002	4.0806303	0.0	0.0	3.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.023976024000000002	False
bladder urothelial cell	1420.0	1000.0	0.53746253	-0.19253698	0.2997003	0.3431528	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.46107738461538456	False
brain pericyte	484.0	1000.0	0.5674326	-0.28400502	0.14685315	1.0721155	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.3263403333333333	False
bronchial smooth muscle cell	2117.0	1000.0	0.95404595	-1.6028329	0.17882118	0.8916859	0.0	0.0	2.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.3694666229508197	False
bulge keratinocyte	2604.0	1000.0	0.30869132	0.4638805	0.035964034	2.183054	4.0	8.0	29.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.8231768533333333	False	0.13921561548387096	False
chondrocyte	275.0	1000.0	0.7752248	-0.79380566	0.4125874	0.09184115	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.5626191818181818	False
ciliated columnar cell of tracheobronchial tree	70.0	1000.0	0.15384616	1.0436426	0.23176824	0.77354354	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.450281443902439	False	0.4107657176470588	False
classical monocyte	202.0	1000.0	0.043956045	1.7375317	0.6663337	-0.43341774	1.0	2.0	8.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.17982018	False	0.7763111067961166	False
club cell of bronchiole	22.0	1000.0	0.25574425	0.4695566	0.8141858	-0.95962614	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.6974843181818182	False	0.8963513394495413	False
dendritic cell	62.0	1000.0	0.000999001	5.2222037	0.3046953	0.59359306	7.0	11.0	26.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.009221547692307692	True	0.46282830379746837	False
early pro-B cell	72.0	1000.0	0.34565434	0.19206128	0.5154845	-0.08486319	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.8876230212765958	False	0.644355625	False
endocardial cell	375.0	1000.0	0.999001	-3.0095077	0.016983017	2.1847026	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.09263463818181819	False
endothelial cell	4928.0	1000.0	0.96803194	-1.6329418	0.13886113	1.0178936	0.0	5.0	13.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.31440255849056603	False
endothelial cell of coronary artery	2694.0	1000.0	1.0	-2.8823133	0.007992008	3.241581	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.05994006	False
endothelial cell of hepatic sinusoid	617.0	1000.0	0.97202796	-1.6152794	0.48151848	-0.061406452	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.6280675826086957	False
endothelial cell of lymphatic vessel	99.0	1000.0	0.9240759	-1.354837	0.92907095	-1.5008352	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.9468497898305085	False
enterocyte of epithelium of large intestine	2542.0	1000.0	0.5914086	-0.31470388	0.33966035	0.24665722	0.0	0.0	8.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.4966462142857143	False
enteroendocrine cell	161.0	1000.0	0.85614383	-0.9976705	0.050949052	1.8726203	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.152847156	False
ependymal cell	55.0	1000.0	0.978022	-1.738688	0.2987013	0.47027656	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.46107738461538456	False
epidermal cell	492.0	1000.0	0.037962038	1.9040967	0.10489511	1.2800673	1.0	5.0	25.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.17520940615384614	False	0.251748264	False
epithelial cell	426.0	1000.0	0.017982017	2.4333966	0.002997003	3.0294228	5.0	14.0	21.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.0863136816	True	0.029970029999999998	True
epithelial cell of large intestine	1704.0	1000.0	0.37062937	0.3060676	0.13586414	1.0553764	1.0	3.0	19.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.9076637632653062	False	0.31353263076923077	False
epithelial cell of proximal tubule	393.0	1000.0	0.49150848	-0.056352165	0.17082918	0.97554314	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.36606252857142857	False
epithelial cell of thymus	165.0	1000.0	0.056943055	1.6697998	0.25474524	0.6453623	1.0	1.0	6.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.20097548823529413	False	0.4367061257142857	False
fenestrated cell	268.0	1000.0	0.998002	-2.5142035	0.005994006	2.3614585	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.05532928615384615	False
fibroblast	1330.0	1000.0	0.9150849	-1.3125604	0.4775225	-0.024443649	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.6280675826086957	False
fibroblast of cardiac tissue	3926.0	1000.0	1.0	-3.0910842	0.26573426	0.53225917	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.44289043333333333	False
fibroblast of lung	483.0	1000.0	0.9190809	-1.3326173	0.013986014	2.4618177	0.0	0.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.083916084	False
fibrocyte	44.0	1000.0	0.003996004	3.5240347	0.018981019	1.5591124	1.0	2.0	4.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.023976024000000002	True	0.09682624615384615	True
granulocyte	2966.0	1000.0	0.08491509	1.5272465	0.08791209	1.5445594	10.0	29.0	107.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.27540029189189186	False	0.22227772499999998	False
granulocyte monocyte progenitor cell	250.0	1000.0	0.995005	-1.5572442	0.75624377	-0.7629218	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.8561250226415095	False
granulocytopoietic cell	483.0	1000.0	0.8591409	-1.0460525	0.5044955	-0.20075412	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.6372574736842105	False
hematopoietic stem cell	3306.0	1000.0	0.86613387	-1.0666369	0.101898104	1.4037391	0.0	0.0	3.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.24954637714285716	False
hepatocyte	1162.0	1000.0	0.91608393	-1.2229048	0.34765235	0.20746806	0.0	0.0	0.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	1.0	False	0.4966462142857143	False
immature B cell	589.0	1000.0	0.04795205	1.7540154	0.011988012	2.1835783	2.0	7.0	17.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.1856208387096774	False	0.08202324000000001	False
intermediate monocyte	12.0	1000.0	0.001998002	3.3748312	0.57942057	-0.21194822	1.0	1.0	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED	scDRS	0.015984016	True	0.7094945755102041	False
